ingreso,edad_jefe,tamano_hogar,numero_dependientes,educacion,area_urbana,propietario,consumo_mensual
17426.91959026094,30,7,3,primaria,1,0,14801.808043535653
36613.98386848673,71,5,3,licenciatura,1,1,28331.755498570925
23055.483617852427,27,5,3,prepa,0,0,14492.970206625534
23440.333177528555,23,5,2,secundaria,1,1,20975.079678900434
28242.267632254738,46,7,2,prepa,0,0,19487.611386634228
21910.313272212108,63,1,0,prepa,1,0,12715.870698977998
17927.662833434377,59,4,1,licenciatura,1,0,14046.437801186306
18429.201207320173,57,6,2,prepa,1,0,15843.245233046326
19427.18992468749,66,2,0,prepa,1,1,11297.223200536084
19702.22210792127,49,7,4,posgrado,0,1,19010.595548052235
25821.03634909584,63,5,0,posgrado,1,0,17557.237747489573
20415.567086458395,67,2,0,primaria,1,0,13153.576559394067
25861.120617724635,67,7,1,licenciatura,0,1,22064.055239485515
19354.267359131343,46,2,0,secundaria,1,0,11678.374345532815
20629.081522528726,40,5,1,prepa,0,0,11074.321510458802
4014.394523743138,71,4,2,prepa,1,1,864.353462378605
27330.621397619852,39,7,3,secundaria,0,1,23442.295027603766
22771.907807183943,79,2,1,posgrado,0,1,15633.62495214508
27984.08087887722,23,3,2,secundaria,1,1,20831.921535151003
3170.0430255495157,30,2,0,prepa,1,0,1401.7959272660423
36706.99763824582,32,6,0,licenciatura,0,1,28526.726250909975
18883.28297475861,28,5,2,primaria,1,1,14995.391408261923
28865.462533900132,23,1,0,secundaria,1,0,16073.621335103478
11680.752582995752,31,2,0,secundaria,0,0,7637.217181497213
24902.191240500557,28,4,0,licenciatura,1,1,16873.9586696059
11572.67549461075,32,3,0,licenciatura,1,1,8667.077177529556
15009.848314433559,67,3,1,secundaria,1,0,7755.326578122784
35312.25083093429,45,1,0,primaria,1,1,21806.014486892604
18474.540793893226,57,6,1,prepa,0,1,11771.101607093857
21739.46298543778,61,1,0,prepa,1,0,14973.35171560929
26960.541845510033,32,6,2,prepa,0,1,17626.065906704287
23965.455103780838,58,2,0,prepa,1,1,17949.655113779205
21203.35124114861,47,5,1,secundaria,0,1,14563.640670728808
22919.6880197298,77,4,1,prepa,1,1,17590.414156426337
39227.324681906204,38,3,0,primaria,1,0,24923.83220198174
19539.049623731316,43,1,0,primaria,1,1,10794.806049034867
21608.79237371974,38,4,0,secundaria,1,1,14889.333558748142
28405.235168060895,68,6,0,prepa,1,0,22375.3885693914
28844.20746366387,32,5,2,secundaria,0,0,19393.41216604121
29496.24244448304,32,3,0,prepa,1,0,18560.373609494924
25109.841776233476,77,3,0,prepa,1,1,16294.178945204418
10855.960698156132,47,6,1,licenciatura,1,1,8503.285344291708
33067.45225840877,72,5,3,prepa,1,1,28093.641085396535
10829.236855850497,21,3,1,secundaria,0,1,10278.323821235934
22421.083721912266,29,5,1,posgrado,1,1,21819.14727535199
13965.793199845137,41,3,1,primaria,0,0,11400.855977432837
19486.89322725606,32,2,0,secundaria,1,0,10374.396353040422
22630.099282427844,77,6,1,licenciatura,0,1,17385.56812595047
22570.857723602185,28,5,1,prepa,1,1,16488.69543937903
23375.366033882277,52,4,2,prepa,0,1,18053.74527443015
32909.69015246918,33,2,0,secundaria,1,1,21547.589886662176
23628.274412111838,67,7,1,primaria,1,1,17530.348656827093
18046.74691767481,39,4,0,secundaria,1,1,12324.739416410779
27712.697346306857,34,6,0,prepa,0,0,17997.40609345373
29515.763911397124,51,3,0,secundaria,1,1,21635.322367599027
10179.13747890406,52,7,1,secundaria,1,1,9360.295387558615
24779.200558798864,36,4,1,secundaria,1,0,15002.469615663837
25609.381938487186,43,2,0,prepa,1,1,19007.265293903612
17619.491973120064,49,7,0,licenciatura,1,0,14417.122269003692
31005.654506492956,32,7,3,licenciatura,1,1,25174.588106447685
18799.555303739788,78,5,3,licenciatura,1,1,12333.321956825317
21004.611627772338,66,1,0,secundaria,0,1,10354.930583096131
18615.42540572904,67,4,0,primaria,1,0,13418.84853950089
20124.63238065174,35,1,0,secundaria,1,1,15637.884049745822
11229.799304838385,21,6,1,prepa,1,1,3712.1565045253847
8479.592939245646,36,4,3,prepa,0,1,3608.275591962181
32756.040505799778,51,4,1,licenciatura,1,1,27304.6108072793
13224.309213453376,62,5,1,licenciatura,0,1,9234.04534127085
12068.861204349541,27,3,1,secundaria,1,0,9803.399788709812
2772.8790911702818,71,2,0,licenciatura,1,1,2025.0644281791133
14888.306018483981,22,2,0,prepa,1,1,10829.050767621544
9415.281652740014,31,2,0,secundaria,1,1,8463.814525113266
33136.12128109095,39,6,3,prepa,1,1,26741.555461300355
28078.536714741073,35,7,5,prepa,1,0,19900.569956127267
14494.797238578209,33,3,0,licenciatura,0,1,11254.429426596284
38019.48644275447,35,1,0,secundaria,0,1,21965.73959603502
27854.123895932753,78,2,0,primaria,1,0,20134.093311647397
17401.34893193102,72,1,0,primaria,1,1,9923.297601666667
4.7542810114136955,68,3,2,primaria,1,0,1059.4540804357282
38327.54058072594,62,6,0,posgrado,1,1,33644.40546688562
8883.420265891233,68,3,0,posgrado,1,1,8827.640889601931
6836.810024344866,70,5,0,posgrado,1,1,7743.513658466702
28180.56345607712,73,7,3,secundaria,1,1,24823.951751752746
39518.019250714184,52,2,0,secundaria,1,0,23226.52969630204
31074.182548084143,49,6,2,posgrado,1,0,25336.032834189064
24511.27296041888,78,5,1,posgrado,0,1,14462.225295089014
24758.03473332229,31,2,0,primaria,1,1,17275.74434486886
26827.324470242464,34,3,0,licenciatura,0,1,20084.907299307277
26071.42871829412,37,3,1,secundaria,1,1,19799.883399574333
22249.53139175501,47,4,0,licenciatura,1,0,17097.60211568459
20833.60883161501,42,4,1,primaria,0,1,15714.935291476355
19499.254976803823,33,3,0,licenciatura,1,1,13624.299668439524
13968.283289066589,49,3,0,primaria,1,1,8807.52422554838
17754.59938506581,52,1,0,prepa,1,1,12621.108572974219
6456.345486436916,64,7,1,secundaria,1,1,1675.2553493919645
19213.282985642,34,1,0,prepa,0,1,8842.002554781635
12091.27114279266,26,7,4,prepa,1,0,8211.91268615779
11171.285462273832,34,5,1,prepa,1,1,7888.088062918176
21439.15320922783,71,4,2,primaria,0,1,14498.792610168455
31136.018290756794,61,4,1,prepa,1,1,26773.207165887216
27346.532848018505,65,3,0,primaria,0,0,14587.43580326687
7435.995171014583,57,3,1,secundaria,1,1,6000.654974270992
12082.9749074373,65,5,3,prepa,1,1,5881.0290551956605
27526.169503905727,75,6,5,primaria,1,0,17654.817198146786
12140.100851693524,76,6,3,posgrado,0,1,10863.269657855155
18202.934800023802,73,6,4,licenciatura,1,0,12565.352654048285
24400.416792196414,63,4,1,licenciatura,0,0,14520.50121803275
12253.244361090918,30,1,0,secundaria,1,0,2915.4516209548337
20843.00404916768,48,6,3,primaria,1,0,12921.24607536077
9327.796040654364,50,2,0,posgrado,0,0,7919.5270212430605
15189.05884839029,44,5,0,primaria,1,1,10270.930263481801
22558.255473140296,71,6,0,licenciatura,1,1,18373.12132303257
7256.050131746646,73,2,0,secundaria,0,0,2517.271315105346
23523.797903683193,43,6,0,secundaria,1,0,16291.181359469967
19842.89760858655,76,1,0,prepa,1,0,13519.694026297519
24419.91963533718,38,1,0,licenciatura,1,0,13769.267578612713
21791.313072517292,21,6,4,primaria,1,1,15582.133690434177
30913.123439790754,41,2,0,secundaria,1,0,20971.218634622197
21001.796021183258,39,5,0,licenciatura,0,0,14434.972799358467
16564.755670997976,52,2,1,secundaria,1,0,9215.929195589233
20978.38002425827,27,5,2,primaria,1,1,15987.594184450343
24346.384232291104,44,6,1,primaria,1,0,19045.203558728164
20390.880562605635,65,5,0,prepa,1,1,15655.243867043444
20324.73352963106,28,3,0,licenciatura,1,1,13590.327303425864
14384.066497545957,53,4,2,posgrado,0,1,10743.231073548115
14696.792659592415,76,7,4,secundaria,1,0,7489.896980358282
8779.157825602451,42,4,0,primaria,1,0,3775.6575614959056
33996.61394549551,24,1,0,prepa,0,1,21678.007686357345
10049.094116869719,74,3,1,primaria,1,1,6578.770379731602
14456.758417632742,44,4,1,secundaria,1,0,10292.944233880993
14252.74187544642,27,6,0,prepa,1,0,11464.101785411087
27159.39501555553,35,5,0,secundaria,1,1,22357.17836798961
17640.402573663778,73,5,2,prepa,1,0,12226.82958839909
29981.93658138987,67,2,0,posgrado,1,1,22646.318015543588
14612.075006049052,64,2,0,licenciatura,1,0,9909.375620185625
22231.953297790416,71,5,2,secundaria,1,0,15889.265503491179
13317.223573921941,34,6,1,prepa,1,1,9153.444496700842
37161.19302218711,20,5,0,prepa,1,1,27912.651847415527
10499.212647763898,41,2,1,licenciatura,0,1,5866.295577219011
22478.56568181622,22,4,2,posgrado,0,1,20724.773220132676
25070.21504745679,57,1,0,licenciatura,1,0,17497.25147139795
23310.392779611986,73,2,0,prepa,1,1,13404.94904524567
18517.698728978336,33,6,2,primaria,0,0,12331.722175985806
18961.434402132592,55,4,2,posgrado,1,0,11605.592918464232
20350.491775832877,37,4,2,licenciatura,0,0,11919.16394058773
18823.983986972093,66,4,1,licenciatura,1,0,14731.915249135634
27711.03293435928,60,3,0,secundaria,1,1,15875.3693912519
37684.18401273081,37,3,0,prepa,0,1,26351.317214786883
15540.06571993733,22,7,0,primaria,0,1,11901.860670864467
9041.576163367377,29,4,1,licenciatura,1,0,8332.304905756397
19293.743613189963,68,6,4,licenciatura,0,0,13876.237691249113
40637.674701234544,58,5,1,secundaria,1,1,33269.30945312551
13570.603456242154,66,6,2,prepa,0,1,10230.663076793157
33112.93444355254,20,3,0,secundaria,1,0,23176.941358438355
33421.60651261153,46,2,1,secundaria,1,1,22354.109047607333
15571.294066336042,76,7,2,secundaria,1,1,12526.9114035398
24551.864633482204,46,3,1,secundaria,1,1,19337.2316411071
33027.1729850283,30,5,1,secundaria,1,0,23167.935949214916
16966.978072100104,68,1,0,secundaria,1,0,9742.740881321064
18371.357119181106,24,7,3,licenciatura,1,1,14785.324608692059
15346.552688410851,26,3,1,secundaria,1,0,9875.72997532195
11881.946154457066,38,6,4,licenciatura,1,0,3645.059672157585
14805.779639471944,76,7,3,prepa,1,0,10047.334641134576
10208.477865901948,75,6,1,licenciatura,1,1,8861.092499703223
20272.66774607381,48,4,0,licenciatura,1,1,15046.937387250955
13840.214151530865,34,4,0,primaria,1,1,9360.124063092051
21870.287294325983,54,4,3,secundaria,0,1,16019.694995039028
7552.834830370981,66,7,4,primaria,1,1,9016.272737161755
22647.041857715656,56,1,0,prepa,1,1,13452.150225068708
26668.2316928714,74,5,0,secundaria,1,0,19498.929609994637
4050.114859428357,31,7,2,prepa,1,1,3400.4128924747893
22992.452558780577,49,2,0,licenciatura,1,1,16848.505395194814
29821.35193978634,39,6,0,prepa,0,1,26951.638302862702
10322.871850470356,56,6,1,secundaria,0,0,8813.30098174748
33380.57909470163,22,7,1,secundaria,1,1,30537.160448120372
23352.152074928363,28,7,1,primaria,0,1,17157.04541921808
14359.90515393273,77,5,1,prepa,1,1,10529.063424839336
19553.847378738352,60,1,0,primaria,1,1,9486.298150940362
24466.61530017378,58,7,2,licenciatura,1,1,19610.24448725864
20608.04313129929,45,4,1,prepa,1,1,15589.456482546086
24310.047939570955,21,5,3,secundaria,0,1,16483.83629753198
12634.611255365071,42,2,1,primaria,1,1,8530.218394714695
21354.886592288625,42,4,0,prepa,1,0,13436.856306741161
8690.284024760158,78,2,0,licenciatura,1,1,6089.329675778516
19110.1915092104,40,3,0,posgrado,0,1,14830.779783028793
12768.738868281682,35,2,0,primaria,1,1,9392.96994103308
14115.760459281868,28,4,1,licenciatura,1,1,11732.524695504833
29888.745401683496,32,3,1,secundaria,1,0,21624.261494459446
28730.48096475415,47,4,1,secundaria,0,1,15977.758067627943
24873.104967257415,46,6,0,prepa,1,0,18097.146602201043
11261.497882619367,70,4,2,posgrado,1,1,10049.226365270246
17468.732402441587,71,3,1,secundaria,1,1,7623.510956269966
29704.781599833466,36,2,1,primaria,0,0,19945.82075458393
21133.735309119238,57,6,4,prepa,1,0,14655.105466945439
38554.636319853555,55,1,0,licenciatura,1,1,23662.68769175644
23146.542715154974,20,1,0,prepa,1,1,16634.394827327164
21536.392931920254,37,1,0,secundaria,0,1,11327.11420877851
17527.06828637999,70,1,0,posgrado,1,1,14116.27909028645
21068.327238258258,28,5,1,posgrado,1,0,15796.967465174896
18780.24130895565,32,1,0,licenciatura,1,1,15306.466001866918
25664.869413508724,59,3,1,licenciatura,1,1,20794.42581019707
27653.618534356672,74,7,1,licenciatura,0,0,20261.209667959534
13712.084315936405,64,1,0,secundaria,1,1,7026.683029033348
9350.136371537776,34,4,2,secundaria,1,1,10302.790887768724
5310.357015173628,62,7,3,prepa,1,1,1337.8514092563687
24063.93061530035,63,1,0,posgrado,0,1,14335.616086416476
11173.067150609011,65,7,0,licenciatura,1,0,10318.861031847799
2776.8752563801354,23,2,0,primaria,1,1,50.0
23108.628836247713,52,3,1,primaria,0,0,10812.099514441452
39943.996139462324,43,3,1,licenciatura,1,1,28630.17588500741
19951.432707680855,55,7,1,prepa,1,0,15588.504088298077
26707.926195613134,70,6,1,secundaria,1,1,16735.692059876877
20654.63486838052,60,5,2,prepa,0,0,15812.65045565906
19208.882774470858,29,4,0,secundaria,1,0,12508.351335548365
27352.611863902148,55,7,1,licenciatura,1,1,24767.219687127137
17677.80364649079,39,3,0,licenciatura,1,1,11390.298514084694
22139.138512575224,60,2,1,posgrado,1,0,13176.016755800238
22573.582449568108,64,1,0,secundaria,0,0,12542.927685725037
14655.27637085561,63,3,0,licenciatura,0,1,10228.044998676234
27936.338796292184,30,2,0,prepa,0,0,17769.296099248382
18600.321946436732,31,1,0,secundaria,0,1,12632.47231666908
13954.038724057242,37,5,2,prepa,0,0,7050.197799647236
24292.078748563228,49,3,1,licenciatura,1,0,16313.624416399407
12812.256145671701,63,3,0,prepa,1,1,8516.160389106786
20225.449258953027,67,7,2,secundaria,0,1,16225.347980415188
19927.048026846373,56,7,2,posgrado,1,1,16685.905318046658
28687.164526652625,39,2,0,secundaria,1,0,17327.561463811242
23797.58586303962,44,6,1,licenciatura,1,1,23617.641926815922
19799.78433003885,31,7,0,licenciatura,1,0,13380.424140204152
26542.130393602296,40,4,1,licenciatura,0,1,18352.99826592319
31121.660392138507,44,5,3,prepa,0,1,18145.243789848577
24462.482450814896,30,4,1,primaria,1,0,14724.98731770086
20082.820958747045,28,3,1,posgrado,1,1,12871.516047268266
9505.310141198723,69,4,1,secundaria,1,1,10592.757839764061
11479.090695397019,44,1,0,prepa,1,1,6658.552527443647
17558.20236516266,54,5,1,secundaria,0,1,11681.990338728985
15123.902382725735,71,4,2,secundaria,1,1,11930.930996334466
18504.22957611643,51,1,0,prepa,1,1,9560.907802039575
20453.199399176858,68,2,0,licenciatura,0,0,13455.10367726059
24237.542034853846,33,4,0,secundaria,0,0,16782.807344152923
19436.00977552727,20,5,1,primaria,1,1,17717.149326671595
23892.013150609615,36,1,0,prepa,0,1,15683.897994437533
20515.795318480963,44,4,0,licenciatura,0,0,9794.748685556735
4196.26746916903,78,2,0,secundaria,0,0,4580.448165500602
12485.316849449966,27,4,0,prepa,1,1,15720.83400409418
18847.299554227076,24,1,0,primaria,1,1,11576.58932696482
10322.442057271139,24,4,0,secundaria,0,1,7239.867315578789
24799.429839969634,60,5,1,prepa,1,1,17838.240426166743
32246.00665874958,54,3,1,licenciatura,0,1,18744.093250643586
29750.094813578533,38,1,0,secundaria,0,1,18501.26876390688
18292.457032558337,42,1,0,prepa,1,1,10577.352515391778
31925.809094799617,28,1,0,prepa,1,0,19451.454864996544
21189.339657616893,73,1,0,prepa,1,1,13832.398772182632
17303.312231055686,49,4,0,prepa,1,1,16496.221556767487
15092.778691672482,69,5,0,secundaria,1,1,10314.872007886528
17580.242508094972,35,2,0,prepa,1,1,9409.671194538543
16894.58545167017,52,5,1,licenciatura,0,0,12075.527092552564
21363.329779003903,21,1,0,secundaria,0,1,12778.991351381466
21284.591848398915,33,6,0,secundaria,1,1,20711.30417731551
20024.368161227314,65,4,0,prepa,0,0,14163.803121717847
23495.5053579708,20,6,0,licenciatura,1,0,17863.507679502916
29525.170198290733,45,4,2,licenciatura,1,1,24449.644825196297
27596.43308353059,77,1,0,prepa,0,1,18393.18572476001
8120.816252400771,44,4,0,prepa,1,0,3562.57942912079
431.3690792156376,35,1,0,prepa,0,0,1140.8169776408745
27474.55928991419,34,5,3,primaria,1,0,22918.741623846123
9064.970412676632,45,7,0,secundaria,1,0,3789.5150443869225
18201.87678485853,66,3,2,licenciatura,0,1,10771.301252092719
10639.095791525124,63,4,0,licenciatura,1,1,7522.56788339406
5584.156499359842,35,1,0,licenciatura,0,1,4548.078091515167
24331.701825638305,33,6,1,secundaria,1,1,20050.39165545015
26073.241282421175,48,1,0,prepa,0,1,16147.02339788786
15387.916794186243,43,6,0,prepa,1,1,11995.84731853598
728.338337159279,66,4,1,prepa,1,1,1151.5078328037298
15630.044413980138,74,2,1,licenciatura,0,1,12786.930172233908
23134.43204322037,34,6,1,primaria,1,0,19656.802433508034
8168.7074498069705,38,1,0,secundaria,0,1,7046.621612800856
21466.879358233244,27,4,1,licenciatura,0,1,18201.473189579323
19877.521206616035,53,1,0,licenciatura,1,1,13098.228816093666
24634.33199680871,21,2,1,licenciatura,0,1,21786.65929153859
20956.642947313227,46,3,2,licenciatura,1,0,10906.331034361861
12215.448472947555,29,7,2,secundaria,1,0,9767.961149925324
29572.57201331593,54,7,2,secundaria,1,1,25560.14157984143
18731.76341578424,42,2,0,primaria,0,1,11518.425807312855
19781.563683920544,68,5,2,prepa,1,1,17113.97192733971
12533.856327414433,27,4,0,prepa,0,0,7815.276788675799
16453.74199046792,47,2,1,prepa,1,1,13580.365216919858
12921.578287784792,42,3,0,posgrado,1,0,8953.869486137999
18616.431520612616,23,1,0,prepa,1,0,10246.478237554764
33693.66784113875,33,4,0,secundaria,1,0,21373.368435026925
9024.790856549149,72,6,3,secundaria,1,0,6867.153668153393
7091.50881698607,61,2,0,primaria,0,1,3040.920778349009
31769.362619948868,48,3,1,prepa,1,1,16564.61661544622
18325.410582785073,20,2,0,licenciatura,1,0,8028.3555141521865
14647.418090720668,23,5,0,prepa,1,0,9502.364033422831
28319.237499168612,51,7,3,licenciatura,0,0,20302.225431344094
15155.075682105087,52,7,0,secundaria,0,0,13185.92162688554
34608.07770837549,68,4,1,prepa,1,0,23353.57259419531
25423.406970714153,45,1,0,prepa,0,0,14259.118717793068
16096.70873483438,36,3,2,secundaria,1,1,9725.155599836102
37258.46570612403,58,2,0,secundaria,1,1,29855.598380557836
15154.280615973294,42,4,0,prepa,1,0,10216.53430274968
25936.762976074457,51,2,0,primaria,0,1,17487.70088262631
22394.340643251937,71,4,2,licenciatura,1,1,16603.74011793625
30413.930315190384,34,7,1,primaria,0,0,22323.302524069924
32492.08957381482,32,5,2,primaria,1,1,21245.20446844735
20256.033192526134,79,2,0,secundaria,1,1,13626.922861168445
13972.657037230532,21,5,2,prepa,1,1,11224.037685884943
23679.777143512933,79,6,3,secundaria,1,1,18248.520923105487
14578.27704198315,38,6,1,prepa,0,0,12393.02790064301
36107.09798021299,43,7,4,primaria,1,1,25608.184756862625
21092.282648661898,64,3,0,secundaria,1,0,12024.583129505274
17077.42758950313,43,5,3,primaria,1,1,8388.212915516144
21477.442446919267,30,4,0,secundaria,1,1,15216.827589368912
9222.989683762427,78,3,1,licenciatura,1,1,8656.136602048047
12227.087691914789,41,2,0,prepa,1,1,10202.776359676436
29603.311263555403,34,2,1,secundaria,0,0,16547.170211188604
14744.845768228835,29,4,1,secundaria,1,1,11234.807770735566
11624.712138544483,60,1,0,posgrado,0,1,6544.947000332791
24293.22202021829,46,1,0,licenciatura,0,1,15216.92200227709
29485.633237303977,79,2,0,licenciatura,1,0,20085.433257027802
25751.626485320536,28,7,2,primaria,1,0,22368.177189027818
27968.38148644653,71,7,4,primaria,0,0,20168.392719231964
13945.639291444313,47,4,0,licenciatura,1,1,10429.215900695837
8625.51466606525,20,1,0,secundaria,1,1,9019.974285863273
32010.669215643895,36,5,0,prepa,1,1,26054.45049126291
17418.561289262914,50,2,0,secundaria,1,0,9808.803747694697
17993.33586835962,63,6,2,secundaria,1,0,12382.200070000394
30625.553134792463,29,5,2,primaria,1,1,21921.387679719755
24449.84007520528,56,4,1,prepa,0,1,18425.786329962135
23647.10217665286,48,6,1,licenciatura,0,1,19193.459220561563
37320.01875920867,37,5,3,primaria,1,1,27962.368549960403
14851.854156958856,66,1,0,secundaria,1,0,7084.371292605023
27422.721024649898,57,7,1,prepa,0,1,25530.025752384845
20456.104999176678,58,1,0,secundaria,1,1,12315.79434611128
22148.738230906056,68,6,1,licenciatura,0,1,19343.443834283065
32227.747411300254,25,3,1,licenciatura,0,0,18587.003504911896
24062.68605031699,59,7,1,primaria,1,0,18230.417521676118
24306.36863239706,31,2,1,secundaria,1,1,14931.891866850654
28580.058698478417,72,6,0,licenciatura,1,1,24110.800635973606
17080.37816365692,33,4,2,secundaria,1,1,10876.19884800958
13286.322661287948,63,2,1,primaria,0,1,5539.709412795804
11641.526447831731,74,5,1,secundaria,1,1,6617.436137826777
4269.147284991986,29,7,3,licenciatura,1,1,592.3612630348093
36449.65703952258,73,4,1,posgrado,0,0,22250.81185132308
11174.333074226535,39,4,1,prepa,1,1,9898.002319580854
18229.971011313824,34,1,0,secundaria,1,1,9979.019759069055
17785.493600888636,50,5,1,prepa,1,1,12342.4535308327
22459.253582472807,26,1,0,secundaria,0,1,14232.028039177238
26525.897700314374,77,1,0,secundaria,1,1,12194.892315408033
26883.787906877962,60,7,2,prepa,1,1,23528.83112925534
15335.380491448494,29,3,2,licenciatura,1,1,11151.450901165419
18663.02628970871,29,1,0,secundaria,1,0,11608.613366728634
22260.6396039064,67,2,0,licenciatura,1,1,14816.114100694935
18010.470990531623,58,4,1,secundaria,1,0,11115.254298149208
32858.76460815994,47,7,2,prepa,1,0,26785.783363775794
23927.79961310601,49,1,0,licenciatura,1,1,15565.071020080639
25879.02228839854,56,6,3,secundaria,1,1,21384.177246282492
25303.050149339302,74,2,0,secundaria,1,1,18129.67984655777
29387.7908598826,22,5,0,primaria,0,1,18538.822186303692
21448.172469629655,69,4,1,licenciatura,0,1,13713.655458959694
9625.344416353228,62,7,0,prepa,0,1,5873.541268922642
23197.503614021134,34,6,1,primaria,1,1,17216.73060657643
14789.144849665368,40,7,2,licenciatura,0,1,12521.278682068947
15771.066546001945,71,7,4,prepa,1,0,9911.027069229638
24690.912150040745,56,6,0,primaria,0,0,14503.812001187669
29906.264571469088,75,5,1,prepa,0,1,20541.256096650748
20170.17261388849,31,6,1,prepa,1,1,18251.623926735618
22470.66410079171,23,2,0,primaria,1,1,13576.134442650224
33617.7195570819,66,7,1,prepa,1,1,27742.751838543554
21926.025435908545,28,5,1,secundaria,1,1,16237.749876692904
40813.46491344316,58,7,1,prepa,1,0,30438.259176315307
24524.077165052353,61,6,2,primaria,1,1,17095.1697439861
5913.897926753458,47,5,1,primaria,1,1,50.0
26026.73296883626,42,5,0,licenciatura,1,0,17544.01588038158
23049.26707906222,64,1,0,prepa,0,1,14131.927700481669
30318.022032661967,59,1,0,secundaria,1,1,18771.293719276546
25385.450810159666,63,1,0,licenciatura,1,1,17728.464507845078
18892.35212812981,41,6,0,licenciatura,1,0,11327.675535502276
10205.614109685073,43,4,0,secundaria,0,0,7127.695663668633
18327.813941711796,70,2,1,licenciatura,1,1,11225.037086477967
13195.836366325599,77,6,1,prepa,1,1,8729.780050202437
15355.812401562218,45,7,1,licenciatura,0,1,13638.31989488463
24708.627235364875,49,1,0,licenciatura,1,1,17713.411653343992
33359.23603481125,52,5,0,prepa,0,1,26559.43942791438
23157.37223858385,35,6,0,posgrado,1,0,19053.457017414312
10432.935503718525,41,5,2,licenciatura,1,0,7347.1584256890055
23556.821345761127,68,7,1,secundaria,1,1,15942.482714643402
29573.05189316521,76,5,1,licenciatura,1,0,23149.353528426
15121.736765444943,69,5,0,secundaria,1,1,11594.919059099784
18927.86266661666,62,3,1,licenciatura,0,0,9804.203154612876
20117.505557833578,37,4,0,licenciatura,0,1,15063.823939902408
13720.813495342081,26,2,0,prepa,0,0,5169.737282010233
25186.243470750873,69,2,0,primaria,1,0,16922.49576858479
19032.414811137747,45,1,0,licenciatura,1,1,11680.08366036467
23356.259551256222,27,3,0,primaria,0,1,12903.809544693164
12900.0625775832,25,6,1,secundaria,0,1,12437.13901300687
16500.33359741272,49,6,2,prepa,0,1,9921.267018558756
25779.05086262217,58,2,0,primaria,0,1,15343.422354256329
17017.334783265866,42,4,2,licenciatura,0,1,12585.609010335069
33815.71080986724,51,5,1,secundaria,1,1,22760.33809145547
16802.910515083182,41,7,3,posgrado,1,1,14025.466299697235
21797.477806015086,61,1,0,licenciatura,1,1,10276.694925292006
27460.72665498472,62,4,1,prepa,0,0,16329.84435216288
8653.074136535746,76,2,0,prepa,1,0,1369.0847156146306
5913.529504153794,64,3,1,prepa,0,0,5309.070436914658
7794.749483439242,28,1,0,secundaria,0,1,3444.838106313999
30100.672827417457,50,2,1,secundaria,0,0,14580.376559137312
15585.134832860425,26,6,2,licenciatura,1,1,13562.243074616052
40465.594285346015,28,1,0,prepa,1,0,20296.814159572074
15486.019210740891,32,2,0,licenciatura,1,1,9344.192608189816
21476.410425576294,77,6,2,prepa,0,1,17339.662798654765
32336.879620543004,22,7,1,secundaria,0,0,20661.376798744204
36048.74310527298,54,6,1,primaria,0,0,23019.75433747201
36492.028613091185,52,5,1,secundaria,0,1,24340.211728367394
29666.92984474514,40,3,0,licenciatura,1,1,17427.579570157533
28192.5002064917,50,5,1,licenciatura,1,1,19926.059270559068
24740.215593609464,71,2,1,licenciatura,1,0,13701.942821030774
26226.888609333102,53,7,2,licenciatura,0,1,21810.186309781297
15590.514269371732,51,4,0,primaria,1,0,12609.594689256706
13454.408932621543,76,7,1,secundaria,1,0,9677.167359435258
19973.004340712385,54,7,1,secundaria,0,0,14252.625308526885
18638.523019800574,34,7,0,secundaria,0,0,14874.13996847801
16374.175605381799,75,5,2,primaria,0,0,10891.951723815619
25571.099579653725,51,4,0,secundaria,1,1,17009.791666701953
27642.441668564086,25,6,3,licenciatura,1,1,22185.793392303385
20707.25509033478,64,2,1,prepa,1,0,13500.324671576403
31820.240648442094,40,3,2,secundaria,0,1,21948.3192406553
10866.48708693196,52,4,2,prepa,1,1,8356.921227052626
18450.724325762254,51,2,0,secundaria,0,1,10195.961292946153
14265.42143517756,71,4,0,prepa,1,1,13483.040736904532
5067.707063415521,38,5,0,primaria,1,1,2128.962812660133
19338.554513258405,52,2,0,licenciatura,0,1,12380.351336879994
19026.01993293373,47,5,0,secundaria,1,1,17146.834250888194
32107.59794593705,50,1,0,licenciatura,1,0,19277.792566509328
25046.49347643822,40,2,0,prepa,1,0,15205.466517406212
11806.50540536636,73,4,3,prepa,1,1,9038.857980408367
34832.7405306735,53,1,0,licenciatura,1,1,21360.730760884173
29768.269564202823,34,5,0,secundaria,1,1,22533.875830600842
24656.781627748926,33,5,2,primaria,0,0,17264.248609658956
18188.127209201346,38,4,2,secundaria,1,1,15101.077076523365
12324.486106212162,62,1,0,licenciatura,1,1,11131.22358637545
17022.345791431577,34,7,4,primaria,1,1,12209.394321217533
28709.98895763349,25,6,2,secundaria,1,1,25705.73431028168
35076.690447476874,71,3,1,prepa,1,1,25231.082950274584
32345.948226177512,28,4,2,licenciatura,1,0,24860.99246089549
16089.204625709808,56,5,1,secundaria,1,0,8253.675006613337
11043.06053368791,39,2,0,prepa,1,1,5937.618356101187
21127.089975289633,53,1,0,secundaria,1,1,13530.617531104464
5852.485075497187,57,6,2,primaria,0,1,5610.350877171219
22585.34171347825,45,3,0,licenciatura,1,0,14015.533436288288
18819.179309610652,37,2,1,prepa,1,1,11963.230763210593
